county,drop,drop,drop,GDP,drop,drop,drop,drop,drop,
Susquehanna,"2,476,884","2,359,926","2,075,984",2706152,39,-4.7,-12.0,30.4,1,
Tioga,"1,543,731","1,542,161","1,547,223",1807899,47,-0.1,0.3,16.8,4,
Union,"1,786,815","1,872,431","1,882,744",1915107,46,4.8,0.6,1.7,41,
Venango,"1,623,816","1,692,714","1,709,840",1751460,49,4.2,1.0,2.4,31,
Warren,"1,277,271","1,276,102","1,269,929",1309620,57,-0.1,-0.5,3.1,28,
Washington,"12,415,557","13,361,325","13,607,779",14420854,16,7.6,1.8,6.0,8,
Wayne,"1,864,682","1,889,043","1,944,048",2034681,44,1.3,2.9,4.7,13,
Westmoreland,"14,085,624","14,648,670","14,846,842",15395142,15,4.0,1.4,3.7,24,
Wyoming,"1,624,984","1,510,507","1,379,200",1425152,56,-7.0,-8.7,3.3,25,
York,"20,532,161","21,070,539","21,568,208",22246746,10,2.6,2.4,3.1,27,
,,,,,,,,,,
Rhode Island,"58,231,651","60,803,041","62,279,352",63277041,--,4.4,2.4,1.6,--,
Bristol,"1,695,090","1,886,902","1,898,129",1967028,5,11.3,0.6,3.6,2,
Kent,"9,522,295","9,562,478","9,779,334",10007195,2,0.4,2.3,2.3,4,
Newport,"6,015,573","6,623,461","6,638,289",6803707,4,10.1,0.2,2.5,3,
Providence,"34,184,815","35,525,664","36,678,930",36887913,1,3.9,3.2,0.6,5,
Washington,"6,815,021","7,205,724","7,285,080",7609612,3,5.7,1.1,4.5,1,
,,,,,,,,,,
South Carolina,"233,650,126","245,752,136","254,504,495",262298502,--,5.2,3.6,3.1,--,
Abbeville,"572,455","555,563","575,766",572146,39,-3.0,3.6,-0.6,37,
Aiken,"6,993,919","7,119,073","7,168,183",7345821,12,1.8,0.7,2.5,25,
Allendale,"277,523","255,310","267,398",284568,45,-8.0,4.7,6.4,7,
Anderson,"7,154,393","7,511,011","7,630,998",7846787,10,5.0,1.6,2.8,23,
Bamberg,"325,648","315,032","338,693",356168,44,-3.3,7.5,5.2,12,
Barnwell,"475,094","451,717","458,113",481361,41,-4.9,1.4,5.1,13,
Beaufort,"8,668,262","9,008,802","9,519,348",9791393,9,3.9,5.7,2.9,22,
Berkeley,"8,542,639","8,941,971","9,383,489",10329692,8,4.7,4.9,10.1,2,
Calhoun,"585,050","610,795","607,693",626831,37,4.4,-0.5,3.1,21,
Charleston,"31,641,758","33,412,255","35,483,299",36832956,1,5.6,6.2,3.8,19,
Cherokee,"1,678,255","1,725,468","1,862,661",1808849,24,2.8,8.0,-2.9,43,
Chester,"1,129,855","1,120,060","1,157,727",1204948,28,-0.9,3.4,4.1,15,
Chesterfield,"1,344,707","1,407,263","1,355,682",1323355,27,4.7,-3.7,-2.4,41,
Clarendon,"615,556","654,813","662,722",689073,34,6.4,1.2,4.0,17,
Colleton,"937,617","931,539","1,037,426",1117962,29,-0.6,11.4,7.8,3,
Darlington,"2,606,987","2,662,553","2,625,555",2634611,21,2.1,-1.4,0.3,33,
Dillon,"748,522","769,896","742,604",740011,31,2.9,-3.5,-0.3,35,
Dorchester,"4,054,118","4,264,672","4,718,128",4991044,13,5.2,10.6,5.8,10,
Edgefield,"624,622","624,164","640,362",678491,36,-0.1,2.6,6.0,8,
Fairfield,"1,001,471","1,025,261","1,041,016",1087273,30,2.4,1.5,4.4,14,
Florence,"6,999,995","7,317,511","7,260,442",7413412,11,4.5,-0.8,2.1,26,
Georgetown,"2,573,476","2,759,731","2,818,415",2872657,19,7.2,2.1,1.9,29,
Greenville,"31,749,957","33,483,981","35,292,693",36190809,2,5.5,5.4,2.5,24,
Greenwood,"2,906,017","3,328,343","3,464,491",3449300,18,14.5,4.1,-0.4,36,
Hampton,"461,485","435,778","466,167",501425,40,-5.6,7.0,7.6,4,
Horry,"13,626,733","14,761,534","15,535,352",16167397,5,8.3,5.2,4.1,16,
Jasper,"1,302,681","1,316,088","1,452,688",1629861,25,1.0,10.4,12.2,1,
Kershaw,"1,855,473","2,129,222","2,193,430",2354372,22,14.8,3.0,7.3,5,
Lancaster,"3,460,727","3,402,144","3,718,248",3937432,17,-1.7,9.3,5.9,9,
Laurens,"2,281,590","2,362,847","2,271,671",2264447,23,3.6,-3.9,-0.3,34,
Lee,"333,728","355,107","386,191",375774,43,6.4,8.8,-2.7,42,
Lexington,"13,412,392","13,654,404","13,959,882",14243200,7,1.8,2.2,2.0,28,
McCormick,"232,829","218,071","222,444",225469,46,-6.3,2.0,1.4,30,
Marion,"602,387","609,026","605,000",626511,38,1.1,-0.7,3.6,20,
Marlboro,"737,278","813,479","735,938",700936,33,10.3,-9.5,-4.8,45,
Newberry,"1,360,657","1,399,263","1,432,625",1370462,26,2.8,2.4,-4.3,44,
Oconee,"3,648,737","3,688,019","3,824,702",4024526,16,1.1,3.7,5.2,11,
Orangeburg,"2,714,222","2,799,977","2,850,912",2793661,20,3.2,1.8,-2.0,40,
Pickens,"3,973,191","4,118,768","4,208,130",4483099,14,3.7,2.2,6.5,6,
Richland,"24,928,141","26,715,273","27,229,126",28287154,3,7.2,1.9,3.9,18,
Saluda,"450,003","485,561","479,931",440581,42,7.9,-1.2,-8.2,46,
Spartanburg,"15,732,045","16,677,209","16,924,356",17043342,4,6.0,1.5,0.7,31,
Sumter,"4,177,695","4,358,914","4,454,428",4474617,15,4.3,2.2,0.5,32,
Union,"699,420","717,767","696,817",683562,35,2.6,-2.9,-1.9,39,
Williamsburg,"756,768","736,119","740,668",733565,32,-2.7,0.6,-1.0,38,
York,"12,686,181","13,738,176","14,011,659",14303098,6,8.3,2.0,2.1,27,
,,,,,,,,,,
South Dakota,"52,770,673","55,515,898","55,259,849",57275094,--,5.2,-0.5,3.6,--,
Aurora,"96,889","107,214","114,306",130895,52,10.7,6.6,14.5,10,
Beadle,"877,303","888,958","892,642",977507,13,1.3,0.4,9.5,21,
Bennett,"97,785","92,637","98,331",110108,57,-5.3,6.1,12.0,15,
Bon Homme,"220,079","222,330","262,973",250724,36,1.0,18.3,-4.7,58,
Brookings,"2,105,049","2,174,634","2,181,874",2327164,5,3.3,0.3,6.7,30,
Brown,"2,296,320","2,413,112","2,439,201",2430428,4,5.1,1.1,-0.4,53,
Brule,"239,842","253,244","262,440",275363,32,5.6,3.6,4.9,36,
Buffalo,"86,791","79,744","73,925",83897,61,-8.1,-7.3,13.5,11,
Butte,"308,173","320,638","326,762",356038,23,4.0,1.9,9.0,24,
Campbell,"106,547","117,645","103,616",90529,59,10.4,-11.9,-12.6,65,
Charles Mix,"444,156","424,497","417,804",471756,17,-4.4,-1.6,12.9,13,
Clark,"264,712","242,374","228,506",265976,34,-8.4,-5.7,16.4,8,
Clay,"571,522","616,555","640,906",657925,15,7.9,3.9,2.7,47,
Codington,"1,492,854","1,550,665","1,548,605",1598686,7,3.9,-0.1,3.2,43,
Corson,"82,780","97,843","96,387",87572,60,18.2,-1.5,-9.1,62,
Custer,"235,141","255,711","269,118",284816,31,8.7,5.2,5.8,33,
Davison,"1,181,714","1,235,810","1,266,555",1311195,10,4.6,2.5,3.5,41,
Day,"296,691","287,519","287,833",303801,27,-3.1,0.1,5.5,35,
Deuel,"312,723","387,239","355,546",407190,21,23.8,-8.2,14.5,9,
Dewey,"224,510","210,808","196,087",209408,41,-6.1,-7.0,6.8,27,
Douglas,"188,749","195,091","191,023",203930,42,3.4,-2.1,6.8,28,
Edmunds,"243,875","298,256","269,624",236940,39,22.3,-9.6,-12.1,64,
Fall River,"229,155","236,386","229,378",252112,35,3.2,-3.0,9.9,20,
Faulk,"134,507","155,532","144,847",140407,49,15.6,-6.9,-3.1,55,
Grant,"492,071","508,273","513,765",571921,16,3.3,1.1,11.3,17,
Gregory,"164,432","169,210","166,717",187122,43,2.9,-1.5,12.2,14,
Haakon,"122,240","119,825","112,463",133431,50,-2.0,-6.1,18.6,7,
Hamlin,"261,888","283,056","263,942",298133,29,8.1,-6.8,13.0,12,
Hand,"182,293","198,825","202,440",220780,40,9.1,1.8,9.1,23,
Hanson,"143,570","153,932","157,212",167282,46,7.2,2.1,6.4,31,
Harding,"53,352","65,468","51,865",47771,66,22.7,-20.8,-7.9,61,
Hughes,"1,183,441","1,225,658","1,191,008",1241140,11,3.6,-2.8,4.2,39,
Hutchinson,"362,027","393,396","406,650",419324,20,8.7,3.4,3.1,44,
Hyde,"95,834","127,330","127,043",128025,54,32.9,-0.2,0.8,50,
Jackson,"65,176","71,147","77,214",80596,62,9.2,8.5,4.4,38,
Jerauld,"149,694","176,188","188,831",182131,44,17.7,7.2,-3.5,57,
Jones,"47,542","68,306","56,221",49429,65,43.7,-17.7,-12.1,63,
Kingsbury,"288,424","269,710","257,090",306528,26,-6.5,-4.7,19.2,5,
Lake,"573,454","604,414","625,279",688175,14,5.4,3.5,10.1,19,
Lawrence,"1,161,183","1,273,384","1,338,549",1398173,9,9.7,5.1,4.5,37,
Lincoln,"5,067,641","5,709,176","6,504,829",6433595,3,12.7,13.9,-1.1,54,
Lyman,"150,244","164,533","168,371",171168,45,9.5,2.3,1.7,48,
McCook,"245,603","268,158","277,385",293276,30,9.2,3.4,5.7,34,
McPherson,"115,566","130,981","115,913",109720,58,13.3,-11.5,-5.3,60,
Marshall,"288,903","281,294","271,551",299096,28,-2.6,-3.5,10.1,18,
Meade,"881,278","865,697","907,213",990261,12,-1.8,4.8,9.2,22,
Mellette,"32,824","42,684","41,188",49568,64,30.0,-3.5,20.3,3,
Miner,"107,293","117,381","120,201",143630,48,9.4,2.4,19.5,4,
Minnehaha,"16,422,363","16,922,767","15,630,275",16102745,1,3.0,-7.6,3.0,45,
Moody,"339,549","322,498","293,201",349454,24,-5.0,-9.1,19.2,6,
Oglala Lakota,"342,295","358,525","342,196",330695,25,4.7,-4.6,-3.4,56,
Pennington,"5,780,812","6,066,268","6,264,225",6439764,2,4.9,3.3,2.8,46,
Perkins,"131,028","135,613","136,273",129277,53,3.5,0.5,-5.1,59,
Potter,"170,898","158,685","155,266",124420,55,-7.1,-2.2,-19.9,66,
Roberts,"367,599","378,690","381,136",405314,22,3.0,0.6,6.3,32,
Sanborn,"120,067","110,013","115,508",149987,47,-8.4,5.0,29.8,1,
Spink,"414,006","424,492","418,154",467794,18,2.5,-1.5,11.9,16,
Stanley,"109,754","140,259","130,450",132470,51,27.8,-7.0,1.5,49,
Sully,"126,827","128,166","119,929",120642,56,1.1,-6.4,0.6,51,
Todd,"222,925","244,233","226,662",241966,38,9.6,-7.2,6.8,29,
Tripp,"230,148","242,457","248,621",266380,33,5.3,2.5,7.1,25,
Turner,"357,303","397,665","424,201",453668,19,11.3,6.7,6.9,26,
Union,"1,595,322","1,776,262","1,750,977",1807758,6,11.3,-1.4,3.2,42,
Walworth,"248,553","262,434","249,612",249421,37,5.6,-4.9,-0.1,52,
Yankton,"1,241,168","1,333,081","1,388,795",1447160,8,7.4,4.2,4.2,40,
Ziebach,"37,788","41,369","45,582",57698,63,9.5,10.2,26.6,2,
,,,,,,,,,,
Tennessee,"367,863,561","400,243,573","414,470,829",422087716,--,8.8,3.6,1.8,--,
Anderson,"4,998,448","5,527,619","5,939,564",5859999,14,10.6,7.5,-1.3,79,
Bedford,"1,898,513","2,112,513","2,191,429",2038918,27,11.3,3.7,-7.0,89,
Benton,"373,103","406,883","409,739",417183,74,9.1,0.7,1.8,39,
Bledsoe,"200,598","222,713","234,901",231803,87,11.0,5.5,-1.3,78,
Blount,"5,879,181","6,366,880","6,834,740",7107696,11,8.3,7.3,4.0,17,
Bradley,"4,580,411","4,868,998","4,967,858",4940217,17,6.3,2.0,-0.6,71,
Campbell,"955,045","991,380","1,054,384",1066445,48,3.8,6.4,1.1,51,
Cannon,"275,291","303,452","323,348",335016,82,10.2,6.6,3.6,20,
Carroll,"665,736","671,742","683,266",724378,58,0.9,1.7,6.0,7,
Carter,"1,068,738","1,109,712","1,116,718",1136349,46,3.8,0.6,1.8,41,
Cheatham,"1,159,288","1,285,743","1,328,903",1315792,42,10.9,3.4,-1.0,75,
Chester,"356,343","374,566","378,517",400490,75,5.1,1.1,5.8,8,
Claiborne,"782,021","786,643","804,515",815844,54,0.6,2.3,1.4,48,
Clay,"168,436","180,781","228,838",171499,90,7.3,26.6,-25.1,95,
Cocke,"741,357","824,352","839,672",834158,52,11.2,1.9,-0.7,72,
Coffee,"2,917,318","3,102,241","3,192,183",3278510,20,6.3,2.9,2.7,29,
Crockett,"563,221","559,069","559,655",575253,66,-0.7,0.1,2.8,28,
Cumberland,"1,716,521","1,818,967","1,812,855",1857446,29,6.0,-0.3,2.5,32,
Davidson,"71,505,683","79,957,962","84,477,791",87529092,1,11.8,5.7,3.6,19,
Decatur,"301,941","310,390","319,284",329119,83,2.8,2.9,3.1,25,
DeKalb,"673,374","769,778","825,062",801376,55,14.3,7.2,-2.9,83,
Dickson,"2,016,805","2,085,582","2,141,473",2191260,26,3.4,2.7,2.3,34,
Dyer,"1,684,208","1,896,549","1,813,123",1819040,30,12.6,-4.4,0.3,60,
Fayette,"1,199,388","1,324,163","1,460,233",1520895,35,10.4,10.3,4.2,16,
Fentress,"473,100","499,816","506,202",515783,71,5.6,1.3,1.9,38,
Franklin,"1,148,450","1,281,116","1,334,371",1340328,39,11.6,4.2,0.4,59,
Gibson,"1,502,035","1,582,705","1,475,651",1541889,34,5.4,-6.8,4.5,13,
Giles,"1,115,565","1,196,071","1,249,204",1262822,43,7.2,4.4,1.1,52,
Grainger,"430,198","485,665","502,190",515460,72,12.9,3.4,2.6,30,
Greene,"2,349,798","2,465,326","2,507,718",2507304,23,4.9,1.7,0.0,66,
Grundy,"228,783","245,494","248,669",241966,85,7.3,1.3,-2.7,82,
Hamblen,"3,126,135","3,444,868","3,519,757",3623425,19,10.2,2.2,2.9,26,
Hamilton,"26,042,354","27,679,381","29,042,193",28980605,5,6.3,4.9,-0.2,68,
Hancock,"85,129","86,350","94,301",109602,94,1.4,9.2,16.2,1,
Hardeman,"591,414","596,307","607,006",617377,63,0.8,1.8,1.7,42,
Hardin,"932,875","1,025,314","1,017,781",974495,49,9.9,-0.7,-4.3,84,
Hawkins,"1,635,402","1,671,708","1,854,172",1765249,31,2.2,10.9,-4.8,87,
Haywood,"693,133","690,896","822,948",696049,59,-0.3,19.1,-15.4,92,
Henderson,"705,244","799,960","767,309",776437,56,13.4,-4.1,1.2,50,
Henry,"1,189,503","1,316,825","1,314,754",1341486,38,10.7,-0.2,2.0,36,
Hickman,"482,968","522,448","542,427",535683,69,8.2,3.8,-1.2,77,
Houston,"150,467","151,676","147,778",156913,91,0.8,-2.6,6.2,6,
Humphreys,"775,442","851,036","871,480",874018,50,9.7,2.4,0.3,61,
Jackson,"216,983","227,241","227,670",237289,86,4.7,0.2,4.2,15,
Jefferson,"1,669,982","1,727,499","1,758,275",1748540,32,3.4,1.8,-0.6,70,
Johnson,"428,065","443,644","429,540",428972,73,3.6,-3.2,-0.1,67,
Knox,"28,140,966","30,734,046","31,715,113",32606852,3,9.2,3.2,2.8,27,
Lake,"125,315","148,567","119,721",130364,92,18.6,-19.4,8.9,3,
Lauderdale,"714,542","782,833","681,124",679426,60,9.6,-13.0,-0.2,69,
Lawrence,"1,043,169","1,161,457","1,138,188",1148615,45,11.3,-2.0,0.9,54,
Lewis,"293,412","323,493","326,794",341397,80,10.3,1.0,4.5,14,
Lincoln,"1,042,490","1,117,170","1,191,629",1180554,44,7.2,6.7,-0.9,73,
Loudon,"2,163,005","2,347,149","2,353,485",2250466,24,8.5,0.3,-4.4,85,
McMinn,"2,155,486","2,273,273","2,268,501",2209004,25,5.5,-0.2,-2.6,81,
McNairy,"528,528","560,665","539,253",545111,67,6.1,-3.8,1.1,53,
Macon,"520,077","540,452","608,244",577169,65,3.9,12.5,-5.1,88,
Madison,"5,877,215","6,437,608","6,376,705",6482390,13,9.5,-0.9,1.7,43,
Marion,"796,230","826,098","858,691",871426,51,3.8,3.9,1.5,47,
Marshall,"1,229,988","1,304,554","1,331,745",1341536,37,6.1,2.1,0.7,57,
Maury,"4,291,147","4,731,840","5,062,408",5380793,16,10.3,7.0,6.3,5,
Meigs,"244,956","268,652","273,406",270392,84,9.7,1.8,-1.1,76,
Monroe,"1,378,586","1,483,773","1,570,392",1673666,33,7.6,5.8,6.6,4,
Montgomery,"5,960,374","6,458,684","6,776,357",7136059,10,8.4,4.9,5.3,9,
Moore,"509,780","520,458","566,110",539662,68,2.1,8.8,-4.7,86,
Morgan,"303,146","302,603","330,434",363440,77,-0.2,9.2,10.0,2,
Obion,"1,200,545","1,291,853","1,279,996",1325559,40,7.6,-0.9,3.6,21,
Overton,"544,239","577,422","572,178",589862,64,6.1,-0.9,3.1,24,
Perry,"170,581","174,027","175,027",177786,89,2.0,0.6,1.6,46,
Pickett,"140,247","134,655","140,910",127729,93,-4.0,4.6,-9.4,90,
Polk,"308,847","338,585","383,553",336680,81,9.6,13.3,-12.2,91,
Putnam,"3,588,445","3,822,588","3,903,544",3953882,18,6.5,2.1,1.3,49,
Rhea,"1,839,915","1,949,208","2,347,562",1902669,28,5.9,20.4,-19.0,94,
Roane,"2,508,850","2,683,975","2,757,134",2778540,21,7.0,2.7,0.8,56,
Robertson,"2,446,981","2,632,665","2,693,270",2717207,22,7.6,2.3,0.9,55,
Rutherford,"17,782,865","19,684,282","20,705,316",21075430,6,10.7,5.2,1.8,40,
Scott,"474,972","495,332","509,344",521423,70,4.3,2.8,2.4,33,
Sequatchie,"293,290","322,296","333,720",344804,79,9.9,3.5,3.3,22,
Sevier,"4,170,821","4,967,009","5,322,143",5409328,15,19.1,7.1,1.6,44,
Shelby,"63,478,233","66,837,047","66,388,949",67464637,2,5.3,-0.7,1.6,45,
Smith,"718,585","720,946","730,806",732824,57,0.3,1.4,0.3,62,
Stewart,"763,389","810,947","803,567",678886,61,6.2,-0.9,-15.5,93,
Sullivan,"7,966,576","8,866,823","9,040,322",9106690,7,11.3,2.0,0.7,58,
Sumner,"7,202,336","7,842,721","8,621,326",8643412,8,8.9,9.9,0.3,63,
Tipton,"1,240,467","1,325,310","1,320,956",1322807,41,6.8,-0.3,0.1,64,
Trousdale,"190,804","203,008","218,142",228068,88,6.4,7.5,4.6,12,
Unicoi,"565,455","611,035","604,707",620320,62,8.1,-1.0,2.6,31,
Union,"315,699","322,111","338,241",354765,78,2.0,5.0,4.9,10,
Van Buren,"99,819","104,164","98,880",100836,95,4.4,-5.1,2.0,37,
Warren,"1,429,859","1,509,858","1,458,131",1459788,36,5.6,-3.4,0.1,65,
Washington,"6,037,020","6,607,653","6,570,875",6880895,12,9.5,-0.6,4.7,11,
Wayne,"342,952","345,093","374,130",367892,76,0.6,8.4,-1.7,80,
Weakley,"1,082,977","1,177,174","1,121,781",1110984,47,8.7,-4.7,-1.0,74,
White,"742,410","810,456","804,534",822183,53,9.2,-0.7,2.2,35,
Williamson,"24,552,567","27,407,941","29,313,112",30283015,4,11.6,7.0,3.3,23,
Wilson,"5,717,133","6,581,943","6,947,777",7220226,9,15.1,5.6,3.9,18,
,,,,,,,,,,
Texas,"1,773,657,126","1,879,101,277","1,952,708,571",2097090405,--,5.9,3.9,7.4,--,
Anderson,"1,959,856","2,061,445","2,120,912",2164042,85,5.2,2.9,2.0,225,
Andrews,"2,658,131","2,930,254","2,704,779",4128580,51,10.2,-7.7,52.6,16,
Angelina,"3,237,762","3,225,347","3,344,924",3512511,60,-0.4,3.7,5.0,173,
Aransas,"686,447","718,406","764,173",786741,157,4.7,6.4,3.0,213,
Archer,"285,286","283,128","311,519",340087,200,-0.8,10.0,9.2,105,
Armstrong,"54,162","45,538","62,357",64460,251,-15.9,36.9,3.4,204,
Atascosa,"2,638,058","2,643,168","2,684,525",3586352,57,0.2,1.6,33.6,27,
Austin,"1,425,701","1,560,581","1,648,564",1701111,99,9.5,5.6,3.2,209,
Bailey,"401,678","392,649","382,923",442887,183,-2.2,-2.5,15.7,68,
Bandera,"376,299","387,666","406,876",402255,190,3.0,5.0,-1.1,241,
Bastrop,"2,552,591","2,665,397","2,940,012",3126982,66,4.4,10.3,6.4,148,
Baylor,"170,931","169,119","181,662",173861,231,-1.1,7.4,-4.3,246,
Bee,"718,572","679,404","746,930",839512,151,-5.5,9.9,12.4,80,
Bell,"17,097,220","17,916,094","18,346,663",19016076,15,4.8,2.4,3.6,197,
Bexar,"105,300,306","110,082,217","117,481,730",121391325,5,4.5,6.7,3.3,206,
Blanco,"430,722","467,435","509,205",543690,171,8.5,8.9,6.8,138,
Borden,"430,561","413,557","469,632",842749,150,-3.9,13.6,79.4,3,
Bosque,"566,318","575,284","620,798",663413,163,1.6,7.9,6.9,137,
Bowie,"3,568,782","3,683,423","3,712,887",3865689,54,3.2,0.8,4.1,190,
Brazoria,"15,663,870","16,083,146","16,465,578",17329766,18,2.7,2.4,5.2,169,
Brazos,"10,272,300","10,999,083","11,676,835",12259102,25,7.1,6.2,5.0,176,
Brewster,"369,180","402,120","424,400",449881,182,8.9,5.5,6.0,159,
Briscoe,"78,401","102,576","122,745",110849,241,30.8,19.7,-9.7,252,
Brooks,"271,302","279,680","265,518",285617,210,3.1,-5.1,7.6,128,
Brown,"1,397,375","1,416,688","1,436,441",1488077,109,1.4,1.4,3.6,199,
Burleson,"1,175,449","999,471","829,962",1053186,132,-15.0,-17.0,26.9,39,
Burnet,"1,752,898","1,856,268","2,003,357",2111799,87,5.9,7.9,5.4,167,
Caldwell,"974,082","1,015,158","1,040,496",1091434,129,4.2,2.5,4.9,178,
Calhoun,"3,178,226","3,281,531","3,363,585",3556934,58,3.3,2.5,5.7,163,
Callahan,"291,761","297,439","364,735",409835,186,1.9,22.6,12.4,82,
Cameron,"10,945,000","11,705,625","12,312,985",12543033,23,6.9,5.2,1.9,228,
Camp,"354,729","367,818","411,275",409323,187,3.7,11.8,-0.5,237,
Carson,"905,004","957,897","955,735",1001397,137,5.8,-0.2,4.8,181,
Cass,"929,870","980,460","1,012,142",1115529,127,5.4,3.2,10.2,98,
Castro,"672,495","664,616","617,363",813526,154,-1.2,-7.1,31.8,31,
Chambers,"2,594,682","2,506,465","2,624,630",2999510,68,-3.4,4.7,14.3,74,
Cherokee,"1,363,759","1,360,358","1,374,057",1527050,108,-0.2,1.0,11.1,90,
Childress,"234,483","247,599","311,199",289231,208,5.6,25.7,-7.1,249,
Clay,"216,609","216,280","222,995",261493,214,-0.2,3.1,17.3,60,
Cochran,"217,610","234,577","230,258",233166,222,7.8,-1.8,1.3,231,
Coke,"97,403","176,272","196,054",217130,225,81.0,11.2,10.8,93,
Coleman,"204,683","209,851","219,286",233132,223,2.5,4.5,6.3,149,
Collin,"70,840,561","77,222,912","84,274,998",87862787,6,9.0,9.1,4.3,188,
Collingsworth,"76,702","81,383","82,073",86573,247,6.1,0.8,5.5,164,
Colorado,"816,333","888,217","897,091",941964,142,8.8,1.0,5.0,174,
Comal,"7,052,844","7,722,884","8,196,078",8808711,32,9.5,6.1,7.5,131,
Comanche,"443,653","415,523","467,249",480878,180,-6.3,12.4,2.9,214,
Concho,"121,708","127,510","211,747",237043,221,4.8,66.1,11.9,87,
Cooke,"2,070,950","2,192,915","2,374,370",2573852,75,5.9,8.3,8.4,121,
Coryell,"1,632,599","1,680,429","1,741,892",1790456,97,2.9,3.7,2.8,216,
Cottle,"57,673","71,551","97,240",109044,242,24.1,35.9,12.1,85,
Crane,"551,220","565,987","610,089",953582,140,2.7,7.8,56.3,10,
Crockett,"632,431","583,906","537,812",665993,162,-7.7,-7.9,23.8,41,
Crosby,"216,672","238,946","242,553",253146,216,10.3,1.5,4.4,185,
Culberson,"2,458,445","2,464,642","2,146,689",2996840,69,0.3,-12.9,39.6,22,
Dallam,"691,461","670,969","624,030",809485,155,-3.0,-7.0,29.7,32,
Dallas,"263,512,844","283,619,145","297,641,177",304515038,2,7.6,4.9,2.3,221,
Dawson,"661,308","635,481","763,757",983397,138,-3.9,20.2,28.8,36,
Deaf Smith,"1,402,149","1,395,159","1,352,903",1700261,100,-0.5,-3.0,25.7,40,
Delta,"102,228","103,354","97,403",112243,240,1.1,-5.8,15.2,71,
Denton,"39,874,794","43,526,928","46,954,267",48275771,7,9.2,7.9,2.8,215,
DeWitt,"3,497,495","3,249,045","2,614,929",3451192,61,-7.1,-19.5,32.0,30,
Dickens,"89,796","86,504","94,365",104177,244,-3.7,9.1,10.4,97,
Dimmit,"2,851,498","2,338,789","2,068,829",3291229,64,-18.0,-11.5,59.1,8,
Donley,"122,992","126,730","122,296",143417,235,3.0,-3.5,17.3,59,
Duval,"311,148","317,152","307,129",326178,202,1.9,-3.2,6.2,151,
Eastland,"701,997","718,178","744,207",766362,158,2.3,3.6,3.0,212,
Ector,"10,939,236","10,833,941","11,688,075",13041630,21,-1.0,7.9,11.6,88,
Edwards,"76,918","76,050","69,521",81642,248,-1.1,-8.6,17.4,57,
Ellis,"6,339,301","6,795,974","7,356,220",7787990,35,7.2,8.2,5.9,160,
El Paso,"32,726,132","35,104,392","35,773,006",37936526,8,7.3,1.9,6.0,156,
Erath,"1,577,649","1,554,284","1,708,778",1807296,96,-1.5,9.9,5.8,162,
Falls,"393,659","384,146","400,837",482157,179,-2.4,4.3,20.3,49,
Fannin,"934,824","970,652","1,017,006",1058428,131,3.8,4.8,4.1,191,
Fayette,"1,567,604","1,666,054","1,602,034",1671127,102,6.3,-3.8,4.3,187,
Fisher,"209,171","270,215","356,550",419352,184,29.2,32.0,17.6,54,
Floyd,"280,387","347,407","351,886",314213,204,23.9,1.3,-10.7,253,
Foard,"92,321","95,500","108,661",108911,243,3.4,13.8,0.2,235,
Fort Bend,"30,930,747","32,474,693","34,407,483",36644969,10,5.0,6.0,6.5,144,
Franklin,"374,505","403,356","456,085",479858,181,7.7,13.1,5.2,170,
Freestone,"933,897","887,193","908,746",1012281,136,-5.0,2.4,11.4,89,
Frio,"1,027,591","1,063,161","1,032,340",1263621,121,3.5,-2.9,22.4,45,
Gaines,"1,851,636","1,661,889","1,544,314",1998582,91,-10.2,-7.1,29.4,33,
Galveston,"15,145,787","16,707,952","17,287,088",18778210,16,10.3,3.5,8.6,117,
Garza,"217,082","220,686","199,534",244219,218,1.7,-9.6,22.4,46,
Gillespie,"1,132,131","1,264,927","1,352,180",1357895,117,11.7,6.9,0.4,234,
Glasscock,"2,553,161","2,179,425","2,009,356",3697934,56,-14.6,-7.8,84.0,2,
Goliad,"261,234","305,026","278,742",300533,206,16.8,-8.6,7.8,126,
Gonzales,"2,526,528","2,528,064","2,275,953",2938995,70,0.1,-10.0,29.1,34,
Gray,"971,089","949,373","980,194",1088436,130,-2.2,3.2,11.0,92,
Grayson,"4,916,806","5,307,070","5,517,752",5883798,42,7.9,4.0,6.6,139,
Gregg,"7,271,998","7,595,653","7,967,397",8348898,33,4.5,4.9,4.8,180,
Grimes,"994,813","982,211","1,090,959",1158490,125,-1.3,11.1,6.2,152,
Guadalupe,"7,744,865","8,906,758","10,187,447",10710792,29,15.0,14.4,5.1,172,
Hale,"1,277,794","1,252,753","1,315,992",1352516,118,-2.0,5.0,2.8,217,
Hall,"71,528","98,602","86,998",95176,245,37.9,-11.8,9.4,103,
Hamilton,"263,821","257,567","270,269",287600,209,-2.4,4.9,6.4,147,
Hansford,"467,940","459,885","446,879",754715,159,-1.7,-2.8,68.9,6,
Hardeman,"196,870","204,319","223,733",221999,224,3.8,9.5,-0.8,238,
Hardin,"1,276,893","1,352,164","1,359,570",1390239,115,5.9,0.5,2.3,222,
Harris,"375,485,710","393,247,205","409,324,110",429677330,1,4.7,4.1,5.0,177,
Harrison,"3,945,538","4,146,063","4,279,430",4379512,50,5.1,3.2,2.3,220,
Hartley,"710,797","689,302","631,974",875605,147,-3.0,-8.3,38.6,24,
Haskell,"274,814","284,757","312,792",383869,191,3.6,9.8,22.7,44,
